,Features,Label,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14
4,Gamma_Mean,1,0.204689197146,0.522823430439,0.645141770141,0.486012374284,0.356598933915,0.362378485652,0.111616314768,0.200344445341,0.416850153324,0.577038584873,0.90698138885,0.51253430435,0.596374472889,0.674430456818
5,Delta_STD,1,0.50136483954,0.92911664218,0.967640678476,0.936779594258,0.684018564963,0.811799672166,0.229805440989,0.400240195081,0.820119634959,1.12668189995,1.62114350758,0.976660455352,1.05618473998,1.09545184829
6,Theta_STD,1,0.169644489348,0.302611833904,0.299739466934,0.28122811633,0.189801681425,0.207153590686,0.104782650418,0.15899406495,0.260344793911,0.332335031701,0.384108618004,0.30369834427,0.328534579604,0.312924940983
7,Alpha_STD,1,0.332629968791,0.565221412779,0.597523345688,0.564201065832,0.394560788577,0.448626730306,0.198629950515,0.285897446518,0.497736469091,0.665766162858,0.745060224697,0.569438672049,0.595999089491,0.6292320319
8,Beta_STD,1,0.14778006876,0.21934714776,0.199535083258,0.20760824172,0.197261479372,0.220721662324,0.10081502668,0.137826787073,0.209089495751,0.262203909738,0.21488128166,0.212713213133,0.229139418782,0.235261704112
9,Gamma_STD,1,0.197859201956,0.310209870381,0.244056759984,0.309767767674,0.268856606521,0.288918205691,0.142838309324,0.197890416501,0.299325010842,0.378289182652,0.414907353908,0.2808491639,0.334978896286,0.313579032874
0,Delta_Mean,1,0.250019846568,2.48767016286,1.14346767239,0.900711441897,0.890096356826,1.4154052572,0.352280876001,0.806696023352,1.07259089512,1.94395268558,7.0299443475,1.7549565132,2.19648568335,1.33465084201
1,Theta_Mean,1,0.599448726905,4.0140508766,2.07439688961,2.05864886712,1.36754189568,1.61651932225,0.459025551832,0.829541394158,1.60156933106,2.68188668373,6.76955420526,2.55929519914,3.95814345727,2.50919195165
2,Alpha_Mean,1,0.207141270517,0.851609807733,0.736466468048,0.583902070608,0.422316729188,0.391594532263,0.109817025549,0.259745447172,0.570160898748,0.719380570073,1.01532570697,0.742924084904,0.749729192597,0.746359131692
3,Beta_Mean,1,0.475223820838,1.82452707753,1.34932556884,1.23178603534,0.84808626753,0.810702496769,0.257548288446,0.456774079601,0.903854753727,1.34001690033,2.53533075754,1.23651503354,1.79342505241,1.79133036943
4,Gamma_Mean,1,0.218187135636,0.806923250794,0.674606237145,0.616753134957,0.41085921299,0.38769266647,0.14098944888,0.239689988256,0.476199155074,0.663262300006,0.919670304793,0.656407640983,0.743503866891,0.682526850193
5,Delta_STD,1,0.43580582242,1.3338556797,1.21440544384,0.996956699105,0.732272324732,0.794511461891,0.295730393746,0.365386598725,0.772506236723,1.18319423855,1.81707715802,1.10417477575,1.30635124688,1.40603791628
6,Theta_STD,1,0.150426225426,0.329219377633,0.318698223166,0.264253851903,0.221749167549,0.31378834582,0.163370308818,0.151824132552,0.250276327433,0.375894782173,0.441374234031,0.299410071214,0.357832728247,0.359366209437
7,Alpha_STD,1,0.31079337312,0.65062537003,0.619242904888,0.591681626707,0.401725785469,0.543101773233,0.260827578715,0.288415078929,0.525555307046,0.71163856302,0.815804956558,0.666512149267,0.692001232114,0.733971107151
8,Beta_STD,1,0.133721867663,0.270302685983,0.202612862649,0.209242982659,0.222370154814,0.271481845438,0.155632869657,0.149173530293,0.198769555477,0.277152522234,0.221106071363,0.197778868287,0.212649825897,0.209460766252
9,Gamma_STD,1,0.185693850731,0.330372814355,0.286281385956,0.286538363974,0.286744946126,0.366813383696,0.192302044959,0.19949941406,0.256554767972,0.352230654746,0.424050590747,0.278683961547,0.32147480481,0.300941465333
0,Delta_Mean,2,0.517032098182,1.45218628122,1.15154235979,2.02874620519,0.678948501948,1.50114603403,0.414672609527,0.682976535199,1.21676924389,1.78148657013,9.54537459166,6.7402792171,1.59060153672,1.74067739503
1,Theta_Mean,2,0.991356084219,2.46917164905,2.24411848633,2.74807536199,1.33026879307,2.16951112017,0.781652988942,1.04829632685,1.8286321987,2.95320807315,11.0951588104,8.34061611775,2.69455631674,2.8824246784
2,Alpha_Mean,2,0.257478479938,0.57385930137,0.581308588181,0.531630815049,0.363849120566,0.315225648163,0.181546389219,0.244722974323,0.437193424948,0.892390160146,0.959149675138,1.0789207163,0.693097929498,0.709012242623
3,Beta_Mean,2,0.755175227712,1.29773468896,1.12524817267,1.24499975128,0.7772708384,0.693932536623,0.307931668451,0.450734799828,0.791885593642,1.24832641613,3.57030859161,2.52428297276,1.633407872,1.60849377158
4,Gamma_Mean,2,0.293690189307,0.549109487837,0.489992969276,0.46923343181,0.346053544934,0.37979699303,0.182922251553,0.230285697318,0.454534456659,0.570933435718,1.14030650583,0.978461873447,0.670477895704,0.670076034049
5,Delta_STD,2,0.591474169877,1.00546125394,1.04543058973,0.957351837939,0.663885485131,0.72903640547,0.32268216683,0.488894669875,0.8607814951,1.18853965924,2.60800972589,1.86546000462,1.36398578538,1.3995431143
6,Theta_STD,2,0.179845914497,0.32191675495,0.311293793681,0.269122665484,0.262223440956,0.309845102758,0.156854891964,0.143276527747,0.284526141622,0.381207020109,0.440695230374,0.426638701941,0.337371927241,0.341023693861
7,Alpha_STD,2,0.355488002959,0.577103350811,0.559394433547,0.545930020724,0.477401011315,0.540825268834,0.255008647235,0.278242153506,0.483320715426,0.717618083358,1.23553845668,0.736562758621,0.632741543534,0.618229800884
8,Beta_STD,2,0.179784186,0.24398494811,0.214053343689,0.239606595612,0.218833654633,0.275371299296,0.156595102351,0.129759953606,0.24810928567,0.31608833198,0.276307894655,0.238176136338,0.271402792127,0.236642061374
9,Gamma_STD,2,0.222868196348,0.332326774818,0.306704419733,0.323381892832,0.282498092186,0.375684384727,0.178451900807,0.203032206222,0.30013123316,0.380581660103,0.771265868814,0.385518041416,0.373131153945,0.316581893212
0,Delta_Mean,1,0.58340605273,2.66701540249,1.35604983689,5.2319471292,1.39560992137,1.12958532711,0.26869846114,0.554874463175,1.24477551991,1.70364442856,2.59814520976,1.90568549017,4.14173154629,2.85703805886
1,Theta_Mean,1,1.07689725539,3.36984387903,2.49920814242,5.72374433101,1.88551757732,1.73286437812,0.547392691082,0.840038663596,1.85490877769,2.26723576477,2.94741720309,2.8831673791,3.92685510938,4.0336121435
2,Alpha_Mean,1,0.354852307524,0.713907451601,0.862998174444,0.748107675069,0.475996162464,0.378761658492,0.13163988957,0.225441092994,0.453315981232,0.653720783197,0.782842682838,0.958698225549,0.784379061854,1.0389022273
3,Beta_Mean,1,0.897858607422,1.57107211735,1.37468073385,1.85315675028,0.833253929639,0.904593977902,0.235972001326,0.424458045034,0.893580868451,1.44615383036,1.10526600798,1.452720345,1.53475938378,1.71839689083
4,Gamma_Mean,1,0.38117449956,0.688934930717,0.765026357153,0.715213169793,0.396443407348,0.425035737221,0.12465404992,0.194199355113,0.380124299847,0.616901497616,0.63417160434,0.824793400642,0.760098223355,0.968622900572
5,Delta_STD,1,0.727776348898,1.10981453161,1.09000494853,1.24976394571,0.70384203418,0.713093420285,0.238499534722,0.419667400647,0.701343881173,1.21157505217,0.841067692851,1.13823712711,1.04415847313,1.26814969749
6,Theta_STD,1,0.200258864995,0.319415647549,0.259126347069,0.310332396863,0.237603913046,0.300653483886,0.118759823256,0.137486262155,0.270475420143,0.411680322665,0.279531122622,0.297255393098,0.313492896568,0.366058377045
7,Alpha_STD,1,0.368105942476,0.574622001785,0.534264213929,0.616781999544,0.471286004367,0.518503292037,0.210111220268,0.263405004376,0.512051735919,0.698948843668,0.523787165896,0.551291110663,0.603919243309,0.626655496208
8,Beta_STD,1,0.177690614956,0.268734761433,0.224289901889,0.269356737821,0.237100952926,0.299623321177,0.121396788383,0.138162995036,0.201300232046,0.298282914628,0.214411887524,0.242538185671,0.280352108089,0.259153629657
9,Gamma_STD,1,0.231195089312,0.322388439252,0.270058970098,0.401194621547,0.299091126257,0.373537232857,0.152854517303,0.204926632877,0.269903116566,0.3830906314,0.263423459449,0.337212752273,0.344220641104,0.32927726085
0,Delta_Mean,1,1.05914438813,8.61175680965,6.02723262159,7.03117706172,5.94953918603,5.10090948432,1.59111136593,2.64406651934,7.07312720215,5.00153223261,6.18719802826,6.01491568768,6.7055669076,8.12655237065
1,Theta_Mean,1,1.74152919141,11.6174677461,9.66368063255,10.5011733411,9.89769325229,8.10722466207,2.69372261423,4.77602888824,11.943533505,10.3202397993,10.2400498087,8.88045440229,10.6464110143,11.3812103269
2,Alpha_Mean,1,0.263276092501,1.23586333784,1.33248143516,1.38121579275,1.1510751628,1.27560601596,0.373744322074,0.628055828139,1.46474923814,1.60433324222,1.45165251121,1.16909311547,1.30115103237,1.38793946474
3,Beta_Mean,1,0.646392887642,3.04061103027,3.45535497051,3.59764128035,3.36281452764,2.72606867158,0.964325502725,1.63970022276,3.92065642064,3.38114370172,3.32080156357,2.98274745354,3.38224171936,3.64855622683
4,Gamma_Mean,1,0.269728529343,1.05707518071,1.29836325664,1.29655917378,1.02818289661,0.835622689554,0.309719065872,0.43056730331,1.09292742228,1.16153936144,1.20526451305,1.25378651258,1.17349936913,1.39228336817
5,Delta_STD,1,0.620398854275,2.33260590543,2.52908968174,2.56384031959,2.31405163434,1.78988156244,0.659601323437,1.19048531998,2.76423798942,2.4961630598,2.50097669847,2.31765990209,2.49751981455,2.71141348275
6,Theta_STD,1,0.179415133426,0.514125351978,0.476511954378,0.52076586316,0.442122418473,0.421681821578,0.157041289191,0.232526924244,0.449306548251,0.481903618054,0.436324745044,0.527746598853,0.480079264131,0.520924120207
7,Alpha_STD,1,0.363875738384,0.938814938777,1.0652213225,1.08388869448,0.997063477882,0.844178313868,0.320412921139,0.551304000302,1.21710090967,1.14305565744,1.07565996193,1.01620371868,1.0834458928,1.14490675654
8,Beta_STD,1,0.181048325125,0.351483248167,0.304958463588,0.31595047523,0.293182215254,0.25162752768,0.115301286899,0.16023521016,0.28952975208,0.330454769355,0.299563620398,0.320047517021,0.34850874857,0.341849158387
9,Gamma_STD,1,0.237112234973,0.581155662844,0.599943566636,0.640403308542,0.583267193081,0.508606238824,0.217833507339,0.342487621026,0.696773053075,0.611899609669,0.610635043646,0.549980412402,0.655723146245,0.63822623543
0,Delta_Mean,2,0.655228036783,2.19189858518,1.30450889201,4.94205853863,1.40686268199,1.98905782859,0.275627011705,0.38738178532,1.14778822903,1.22118395953,2.29024115636,1.75295991397,2.51906104122,1.85901052065
1,Theta_Mean,2,1.44787924955,6.33259912283,2.89318947235,6.60499465373,1.90180068053,2.64915699024,0.548199415091,0.728964041777,1.7811754565,2.11357364272,3.40266778722,3.26609704965,5.76413405908,5.58755848001
2,Alpha_Mean,2,0.491869926532,1.27924464404,0.956661895403,1.07376659909,0.458425388701,0.557498976865,0.134632792409,0.195131524051,0.583898006017,0.585366258379,0.569217016193,0.841297602458,1.14576080999,1.19667722288
3,Beta_Mean,2,1.00437010915,2.82741323648,1.64628559895,1.8289694252,0.908553837333,1.09798523876,0.250688950347,0.430685681599,0.976562515254,1.31987922473,1.48114539972,1.74094435871,2.51371522228,2.89146262862
4,Gamma_Mean,2,0.445549379459,1.11991463631,0.840492111458,0.661327623481,0.414014733868,0.421130625411,0.130892605856,0.204005768814,0.507784814263,0.538972942947,0.568775399103,0.729790455343,1.03664339881,1.24338471567
5,Delta_STD,2,0.695615459773,1.67204668173,1.24338239508,1.03233769776,0.782639891585,0.913868007585,0.268025046629,0.421296433953,0.859668067627,1.18797048773,1.10147456506,1.3451757633,1.64474259338,1.81173927199
6,Theta_STD,2,0.217537535571,0.308425916623,0.281130081191,0.277232349589,0.217717162992,0.286844401456,0.117671716649,0.134341756824,0.258215321513,0.347072539378,0.290924878738,0.311281977988,0.362232733131,0.312362576631
7,Alpha_STD,2,0.404478902049,0.643697787162,0.546721755838,0.528791488903,0.46303051833,0.56543755979,0.199759854661,0.25156125795,0.522217807957,0.678476039292,0.551561588816,0.601130569438,0.675397477015,0.695621182269
8,Beta_STD,2,0.1906964161,0.264765304331,0.219968074122,0.21821531247,0.208793962364,0.31886720795,0.125487232814,0.112612199814,0.218465419654,0.272787007637,0.19802048603,0.207538569496,0.265186095197,0.257998521335
9,Gamma_STD,2,0.250070079186,0.358692557815,0.308746806538,0.293110542523,0.278763740387,0.387476899653,0.152384743444,0.173076301455,0.289261379281,0.359657517302,0.298511430432,0.295853019438,0.381703886932,0.33308899683
0,Delta_Mean,1,0.480858075954,1.88458288265,2.32753299277,3.12240212517,1.39002466811,2.07484319865,0.39878765681,0.357698752952,1.51316588892,1.88504529128,2.69558308883,3.83247751517,2.38387315227,3.22188998587
1,Theta_Mean,1,0.82233638886,2.64264094267,3.02824513606,3.19706862114,1.81565527478,2.75680018705,0.550410400773,0.781324114138,2.09060410085,2.82102899605,3.13846606887,4.94175966988,2.81019843798,3.84313415017
2,Alpha_Mean,1,0.216082946629,0.769259239977,0.702940206076,0.756196881438,0.490021948744,0.38443218085,0.181992396673,0.178564588473,0.367188337515,0.66539573711,0.682566061472,1.15548438016,0.768713109624,0.975516050938
3,Beta_Mean,1,0.433598281536,1.24738900923,1.46393324502,1.32884024202,0.970219476987,1.14781423366,0.318104706127,0.519722784519,0.965645958164,1.53105686535,1.23709004328,1.84717943006,1.60222559236,1.60026860939
4,Gamma_Mean,1,0.22505273198,0.585473099757,0.547178432112,0.505048805093,0.435280853907,0.464469649101,0.147834132695,0.193723255091,0.448701281383,0.619565299027,0.536340057776,0.834639412008,0.720191664385,0.811911436442
5,Delta_STD,1,0.401004596187,0.989690301011,1.18679899525,0.994081479131,0.826318511157,0.940535660717,0.281238975136,0.415714985186,0.987362159063,1.40490459451,1.10145642384,1.3881382688,1.39158121911,1.39543180712
6,Theta_STD,1,0.170082889985,0.283324096847,0.340178576573,0.270009007278,0.241203415202,0.340083364816,0.111822339297,0.1306846557,0.240896246377,0.329455826205,0.320399842643,0.362065321778,0.353533506042,0.432081036637
7,Alpha_STD,1,0.287485472249,0.540920528777,0.553802527493,0.534585274281,0.470242210569,0.587324661139,0.223469598594,0.226743219195,0.51236424259,0.671585322473,0.5829608724,0.586507260261,0.598921022646,0.61847330453
8,Beta_STD,1,0.124576631146,0.248446362448,0.182197313672,0.220861265464,0.206671148087,0.28997974434,0.105322502914,0.123226347334,0.163537852718,0.283624729577,0.210471934796,0.222597465545,0.219326661031,0.240129966776
9,Gamma_STD,1,0.168433787501,0.32071008991,0.256247071979,0.270892857541,0.274280554819,0.372220499668,0.155624563171,0.189363565735,0.236912271629,0.372800131066,0.289066249628,0.250319891157,0.321627572299,0.309428472691
0,Delta_Mean,2,0.328556552722,3.49432014087,2.32102342515,2.79467841235,2.02112312737,2.05116613752,0.239887197133,0.411708361524,0.810780045583,0.988893184726,2.83703225751,11.5088900864,2.2747007321,2.62633304599
1,Theta_Mean,2,0.679725987785,4.78266404852,2.69164210981,4.07287570318,2.73584110911,2.86624031985,0.488305364211,0.712090895529,1.88074342843,2.0165768616,3.94105542272,12.4777334486,2.41289279216,3.16428381572
2,Alpha_Mean,2,0.228064032602,0.848712254078,0.648021975386,1.08966624884,0.441398226947,0.739483483719,0.152012403411,0.225172316784,0.506759356797,0.770950516459,0.7234083758,0.677672287587,0.68504336451,0.863442608732
3,Beta_Mean,2,0.577488840876,1.86132258871,1.3230685248,1.52141128712,1.13272831667,1.57967868149,0.250241870032,0.436097107587,0.988464497315,1.18625532475,1.31809628036,1.47285326516,1.22776609248,1.34840406662
4,Gamma_Mean,2,0.22923995715,0.584292496367,0.621593962465,0.756705664322,0.318148755798,0.626205682884,0.153363822794,0.262386313451,0.548921504024,0.786559087421,0.705126504108,0.616540446827,0.695746996285,0.783113774894
5,Delta_STD,2,0.528478908659,1.29291174255,1.25738060783,1.11910510328,0.817942101196,1.13251366108,0.284090161001,0.470656845007,0.980659726655,1.32499151755,1.19399928154,1.34730616036,1.16583007527,1.29551167613
6,Theta_STD,2,0.158015955165,0.327622858513,0.357679315818,0.281126966121,0.241444224875,0.289426916174,0.113295745462,0.146770187342,0.293323745259,0.3643371102,0.277334349446,0.320974195129,0.329916569869,0.36412726849
7,Alpha_STD,2,0.323055186291,0.648658009313,0.640737258382,0.608124102921,0.482610594141,0.641067813211,0.208274483729,0.285017219958,0.535097202074,0.717775765258,0.568657490546,0.635432431094,0.591046521371,0.649108666407
8,Beta_STD,2,0.118499242098,0.240639901253,0.229805785162,0.229618353853,0.230876861128,0.277771667757,0.145135235316,0.156567568976,0.27637283704,0.240913329662,0.224644926079,0.21163064837,0.234146055099,0.231802771005
9,Gamma_STD,2,0.176560001927,0.339154785386,0.304180247722,0.314363225117,0.297193083179,0.39731668372,0.185332979878,0.219160012248,0.324306865216,0.336700512395,0.289974737056,0.316461092399,0.328754789602,0.313750533385
0,Delta_Mean,1,0.379044080831,1.33354122952,1.76848599133,2.2525937619,1.28991361194,0.674618570696,0.389636533663,0.419701647296,1.17365678489,1.55679839857,3.70292535492,2.19005286138,2.0861835308,2.20004312464
1,Theta_Mean,1,0.585929382649,2.12333275731,2.31551339655,2.87717681361,1.84852130274,1.58379891176,0.470178577923,0.742437678991,2.05811888393,2.62744517779,5.66928974993,3.03938782766,2.75438422698,3.1941446959
2,Alpha_Mean,1,0.225153030223,0.534874785721,0.61317957467,0.505845897628,0.394783829023,0.340000041879,0.178129142757,0.184552013293,0.56966872837,0.695281051779,1.1153479912,0.629109444792,0.832496544781,0.823221302921
3,Beta_Mean,1,0.324321392311,1.27433018896,1.06377582898,1.15699656266,0.802236552176,0.752109986168,0.264797777563,0.390232785741,0.959247485679,1.41346598773,2.38647043515,1.09981973344,1.35134418702,1.32285253106
4,Gamma_Mean,1,0.148800516001,0.4323005869,0.543260388279,0.485367803938,0.35088423479,0.431894274605,0.182145272129,0.212718353815,0.52694352402,0.704561099694,0.714151755123,0.556358347226,0.681090238303,0.542398624417
5,Delta_STD,1,0.329063417201,0.976814835407,0.900347486843,0.935188543499,0.737618228143,0.850934473331,0.309603946906,0.373815183695,0.930735896574,1.36594448137,1.56614501138,1.09168418821,1.19276146206,1.15205558875
6,Theta_STD,1,0.171224019768,0.298258099261,0.263491703496,0.293042515254,0.220565319511,0.292411399907,0.136521252159,0.148085608446,0.296519707949,0.357378374956,0.370383623498,0.365723804834,0.364304867819,0.34555110599
7,Alpha_STD,1,0.2795243649,0.547278031985,0.523998027288,0.546550187857,0.4607556817,0.604691226465,0.224299958578,0.276094762663,0.519568298486,0.690100629509,0.775805883731,0.616046122999,0.615603557751,0.64732048237
8,Beta_STD,1,0.106907731393,0.216420671819,0.170252984574,0.175766325825,0.192484725295,0.283310043971,0.144856476531,0.153096057565,0.239633308621,0.312383581515,0.1970968991,0.19803148389,0.223224542178,0.23603221974
9,Gamma_STD,1,0.168737185549,0.283023232503,0.251399028923,0.252102124718,0.249419832981,0.360823959053,0.185335259809,0.205168614418,0.30163548085,0.395018992339,0.36931217058,0.28965072305,0.285013965283,0.284924417527
0,Delta_Mean,1,0.713453224184,12.1222971158,3.01801053656,8.81658745692,3.74902168267,2.6940586695,0.265683631433,0.804343275051,1.52438233056,3.52550483081,8.32739391037,8.83819561347,3.70175228961,3.66594084606
1,Theta_Mean,1,1.06601147063,19.7774238038,3.54206211777,14.8148934568,5.43952446881,3.17310835222,0.486089477807,0.856987104408,2.15231520816,5.89925538739,16.356840693,9.28709440819,4.57320376993,5.15404357707
2,Alpha_Mean,1,0.275703711969,1.82674217805,0.735558483493,1.56433730348,0.558786608457,0.450269138752,0.154021910052,0.239018470287,0.475981284746,0.783299260419,1.4589936191,1.48688369034,1.06640849858,1.01892725522
3,Beta_Mean,1,0.814311764091,5.93184359067,1.51131264861,4.31180718842,1.24318535381,0.852842971475,0.278610937585,0.458646338337,0.977698483966,2.21224085784,5.46718312159,2.72927124478,1.98741236599,1.92691482259
4,Gamma_Mean,1,0.305138551809,1.77823211951,0.753591155525,1.27444994582,0.531537117322,0.45859840362,0.133528919154,0.2066557983,0.653254048858,0.856675211728,1.30065061976,0.985067235049,0.911745201385,0.910722572668
5,Delta_STD,1,0.709669234162,4.25467332505,1.42351318921,3.19766256123,1.13701462653,0.941459326888,0.290424283349,0.469240758113,1.15581636549,1.87630033271,3.75151869235,1.94649802267,1.77084789052,1.71661012438
6,Theta_STD,1,0.19866396512,0.572434619595,0.338202942656,0.485873308491,0.279078756822,0.289902955343,0.117021440861,0.151338653852,0.288119621854,0.463542021088,0.625586551037,0.443696262593,0.39814956142,0.352108833479
7,Alpha_STD,1,0.385790523961,1.80594587416,0.617841650884,1.36268518811,0.570480305963,0.541509881579,0.238044546405,0.28313868698,0.48852890403,0.835948004154,1.74498894698,0.909782038792,0.808194123664,0.726150101193
8,Beta_STD,1,0.164648830787,0.357199576375,0.259740979318,0.288354463375,0.208940463824,0.236651457413,0.12229475956,0.141769479719,0.245387385635,0.278312315308,0.342854390711,0.270011840262,0.280764801611,0.272687496404
9,Gamma_STD,1,0.220378304721,1.05098459562,0.332953084411,0.746472286687,0.33357824895,0.347780700741,0.176884451526,0.198629803745,0.345461488569,0.468354196723,0.990877111388,0.511741073857,0.395204014274,0.364085847529
0,Delta_Mean,1,0.867705624794,10.3102307545,3.19658535053,2.62024390206,1.39129985712,2.67727769919,0.369719995832,0.438106205101,1.41859762634,1.66261649039,5.02024872861,8.55574042537,8.7213081927,9.15620476024
1,Theta_Mean,1,1.58657426191,11.9235009153,5.06893707934,5.76432610394,2.10555264058,3.89111227362,0.648987096063,0.784917657371,2.16362691182,3.52991931295,8.78956112962,12.900907476,11.9315179799,11.6463662189
2,Alpha_Mean,1,0.312056155719,1.7606377853,0.869709262163,1.18903577163,0.526096087498,0.614634223526,0.149266750071,0.247256718324,0.418148779982,0.699411709108,1.232161554,1.60882500221,1.68602000745,1.63833634179
3,Beta_Mean,1,0.643818406025,3.07290052296,1.75182699617,1.77512248815,0.867577726102,1.14285919064,0.305080843433,0.467090207958,1.03530388911,1.38883208423,2.1217825915,3.20180434754,2.2756068953,2.85646843779
4,Gamma_Mean,1,0.216336446109,0.863864305166,0.65393376617,0.650570489532,0.39294061333,0.53259742187,0.166912049353,0.252595248729,0.446217808728,0.750760204996,0.897031289581,1.34006757507,1.09369485401,0.969791355368
